episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, 2213.333210706711, 1, 4.323914077998779, 96, 200006,                                             200006, 35.65070343017578, 972.1714477539062
2, -2373.3262178897858, 5, 1.4812728119995882, 30, 200036,                                             200036, 33.3843994140625, 974.1004638671875
3, -4280.241130232811, 3, 26.452216890000273, 629, 200665,                                             200665, 37.042266845703125, 973.769775390625
4, -2220.510995864868, 2, 2.1393751340001472, 49, 200714,                                             200714, 37.637264251708984, 977.418701171875
5, -2249.344334125519, 2, 2.109218098999918, 47, 200761,                                             200761, 35.301998138427734, 969.26171875
6, -2743.469535589218, 2, 6.963289403998715, 189, 200950,                                             200950, 35.54657745361328, 975.2832641601562
7, -2287.978196620941, 2, 2.749118970999916, 62, 201012,                                             201012, 38.921661376953125, 973.4010009765625
8, 2388.0772029161453, 1, 1.943713343998752, 45, 201057,                                             201057, 35.40604782104492, 973.1504516601562
9, -2325.589696288109, 2, 3.92466185900048, 89, 201146,                                             201146, 38.852359771728516, 977.7832641601562
10, -2241.813084125519, 2, 2.5144394309991185, 58, 201204,                                             201204, 35.949581146240234, 968.21923828125
11, -2222.346636533737, 2, 1.7395739809999213, 41, 201245,                                             201245, 38.42776107788086, 972.10498046875
12, -2161.6753606796265, 2, 1.9134696620003524, 42, 201287,                                             201287, 36.44132614135742, 969.68798828125
13, -2400.2318184375763, 2, 3.124534322998443, 74, 201361,                                             201361, 38.189449310302734, 970.3129272460938
14, -2307.147182703018, 2, 3.326819059999252, 78, 201439,                                             201439, 38.18927764892578, 974.4175415039062
15, -2867.305997610092, 2, 8.577645409999604, 219, 201658,                                             201658, 36.730491638183594, 967.8245849609375
16, -3034.353514790535, 5, 13.988804939999682, 313, 201971,                                             201971, 37.6215934753418, 972.5728759765625
17, -2682.114124774933, 2, 7.957898826000019, 185, 202156,                                             202156, 36.49602508544922, 973.2213745117188
18, -3518.9852072000504, 2, 19.45038422200014, 464, 202620,                                             202620, 36.239646911621094, 974.302001953125
19, -2218.9302434921265, 2, 1.9099775969989423, 47, 202667,                                             202667, 36.41009521484375, 969.9366455078125
20, 2269.4252510666847, 1, 2.9478522800000064, 79, 202746,                                             202746, 37.32756805419922, 977.0006103515625
21, -2483.844418525696, 2, 4.7393166680012655, 119, 202865,                                             202865, 34.37763977050781, 978.290283203125
22, -4099.351042509079, 2, 21.849674265999056, 567, 203432,                                             203432, 36.424983978271484, 973.5172119140625
23, -3552.3928343057632, 2, 15.596407728000486, 358, 203790,                                             203790, 35.82098388671875, 977.0087280273438
24, -2888.160502552986, 2, 8.375788349001596, 200, 203990,                                             203990, 35.68727111816406, 977.6634521484375
25, -2260.6948215961456, 2, 2.312117545001456, 52, 204042,                                             204042, 37.240901947021484, 974.5556640625
26, -2632.134385228157, 2, 6.544511613001305, 151, 204193,                                             204193, 37.49164581298828, 974.2278442382812
27, -3449.813453555107, 2, 15.198062232000666, 415, 204608,                                             204608, 36.389041900634766, 976.0263671875
28, -2224.683822154999, 2, 1.9066429430004064, 43, 204651,                                             204651, 36.93155288696289, 981.163330078125
29, -1863.1393693685532, 4, 19.810803993001173, 545, 205196,                                             205196, 36.553001403808594, 975.7623901367188
30, -2831.930520415306, 2, 8.560200441999768, 208, 205404,                                             205404, 37.009117126464844, 977.2157592773438
31, -2272.036984562874, 2, 2.7389840400010144, 60, 205464,                                             205464, 37.89628219604492, 973.5494995117188
32, -2244.5552492141724, 2, 2.5527273890002107, 61, 205525,                                             205525, 35.6845817565918, 974.4882202148438
33, -4269.052905082703, 4, 26.448951525000666, 634, 206159,                                             206159, 36.79549026489258, 966.5484008789062
34, -4059.2599201202393, 4, 19.62001876499926, 543, 206702,                                             206702, 35.61529541015625, 958.5423583984375
35, -3989.471313238144, 4, 20.22846662200027, 553, 207255,                                             207255, 34.46329116821289, 943.9063720703125
36, -3391.3010511398315, 2, 5.763510221000615, 137, 207392,                                             207392, 33.67311477661133, 947.5279541015625
37, -4800.386158704758, 4, 26.866042387999187, 640, 208032,                                             208032, 33.55228042602539, 955.6026611328125
38, -4037.351655960083, 4, 19.594016109000222, 540, 208572,                                             208572, 33.488033294677734, 963.9971313476562
39, -4037.348630428314, 4, 20.62368754400086, 556, 209128,                                             209128, 33.44184112548828, 976.91650390625
