episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -2749.4174144268036, 2, 4.320549571999436, 104, 200043,                                             200043, 30.745128631591797, 1215.5665283203125
2, -5537.68102440238, 2, 17.453605811999296, 458, 200501,                                             200501, 30.326284408569336, 1219.517578125
3, -2367.1897349357605, 2, 1.709978577999209, 37, 200538,                                             200538, 30.378704071044922, 1227.88134765625
4, -2391.4577692747116, 2, 1.9398979489997146, 48, 200586,                                             200586, 32.394527435302734, 1214.3428955078125
5, -3002.5279425680637, 2, 5.150878857000862, 131, 200717,                                             200717, 29.53207778930664, 1221.3389892578125
6, -2416.895627260208, 2, 1.9167223690001265, 46, 200763,                                             200763, 30.499841690063477, 1213.6656494140625
7, -2840.670871794224, 2, 4.561571309999636, 117, 200880,                                             200880, 31.3113956451416, 1214.041748046875
8, -2395.8139686584473, 2, 2.1464699400003155, 41, 200921,                                             200921, 30.718536376953125, 1225.14208984375
9, -4943.88766428642, 3, 18.39615688000049, 476, 201397,                                             201397, 30.639148712158203, 1223.1973876953125
10, -2449.767128944397, 2, 1.7407063909995486, 46, 201443,                                             201443, 31.271251678466797, 1225.545654296875
11, -2420.834704875946, 2, 1.9274105900003633, 42, 201485,                                             201485, 30.15267562866211, 1232.2529296875
12, -2390.30682349205, 2, 1.7276034279984742, 43, 201528,                                             201528, 29.00078010559082, 1222.9014892578125
13, -2451.4044671058655, 2, 1.9332963510005357, 47, 201575,                                             201575, 32.44822692871094, 1222.7105712890625
14, -2502.158411026001, 2, 2.5097288219985785, 58, 201633,                                             201633, 32.41084289550781, 1226.5234375
15, -2320.912170648575, 2, 1.944312784999056, 49, 201682,                                             201682, 31.43887710571289, 1229.1241455078125
16, -6699.738351136446, 4, 21.004969937999704, 547, 202229,                                             202229, 31.45631980895996, 1218.0791015625
17, -3956.1501314640045, 2, 8.751717788998576, 225, 202454,                                             202454, 31.561677932739258, 1219.353759765625
18, -4065.9744248092175, 2, 8.778164077999463, 229, 202683,                                             202683, 30.251630783081055, 1213.8875732421875
19, -3317.220780134201, 2, 7.138921836000009, 154, 202837,                                             202837, 29.08224105834961, 1212.01171875
20, -2392.5763934161514, 2, 2.951569697001105, 62, 202899,                                             202899, 30.41669464111328, 1222.71728515625
21, -3783.909558057785, 2, 7.914585391999935, 166, 203065,                                             203065, 31.805484771728516, 1211.256103515625
22, -4385.823169410229, 2, 10.782003772999815, 278, 203343,                                             203343, 30.054033279418945, 1212.0726318359375
23, -3631.5001748800278, 2, 6.965469060000032, 184, 203527,                                             203527, 31.329151153564453, 1207.85546875
24, 2042.8149944245815, 1, 2.346705332000056, 59, 203586,                                             203586, 30.337778091430664, 1205.34912109375
25, -2699.0785533189774, 2, 3.920233040998937, 95, 203681,                                             203681, 30.71090316772461, 1204.0321044921875
26, -3641.655967950821, 2, 6.354457430999901, 161, 203842,                                             203842, 30.348541259765625, 1200.8970947265625
27, -3817.531364440918, 2, 8.162570426000457, 203, 204045,                                             204045, 29.73857879638672, 1198.611572265625
28, -3062.556294053793, 2, 4.517302515998381, 115, 204160,                                             204160, 30.881776809692383, 1197.4764404296875
29, -4663.424905188382, 2, 11.792665736000345, 307, 204467,                                             204467, 30.97989845275879, 1193.025146484375
30, -3516.3297486305237, 2, 7.176300174000062, 187, 204654,                                             204654, 31.115318298339844, 1191.3966064453125
31, -3256.6798861026764, 2, 4.745163954999953, 119, 204773,                                             204773, 29.729110717773438, 1182.1641845703125
32, -3421.3189890384674, 2, 6.16139193699928, 158, 204931,                                             204931, 30.741689682006836, 1184.299072265625
33, -3363.0178716778755, 2, 6.164282153000386, 158, 205089,                                             205089, 30.330448150634766, 1184.6514892578125
34, -3270.80694937706, 2, 5.548840049999853, 143, 205232,                                             205232, 31.437721252441406, 1180.2938232421875
35, -2387.1532366275787, 2, 2.104674796000836, 46, 205278,                                             205278, 31.723098754882812, 1178.80517578125
36, -4189.418485164642, 2, 7.964167972999348, 204, 205482,                                             205482, 30.248329162597656, 1176.582763671875
37, -3352.9578590393066, 2, 5.351319638999485, 140, 205622,                                             205622, 28.360641479492188, 1170.7138671875
38, -3641.810577273369, 2, 6.735716856999716, 170, 205792,                                             205792, 32.287986755371094, 1170.6793212890625
39, -3368.235804438591, 2, 5.970662596999318, 148, 205940,                                             205940, 30.559741973876953, 1171.0238037109375
40, -3654.267322540283, 2, 6.146881960999963, 129, 206069,                                             206069, 30.817747116088867, 1159.92431640625
41, -5158.7979481220245, 2, 15.832280606000495, 351, 206420,                                             206420, 31.18263053894043, 1159.4666748046875
42, -3446.624372959137, 2, 6.362921814001311, 168, 206588,                                             206588, 31.12984848022461, 1153.29248046875
43, -2953.875637292862, 2, 4.317382274999545, 105, 206693,                                             206693, 31.70466423034668, 1147.53369140625
44, -3161.9834223389626, 2, 4.952852262000306, 130, 206823,                                             206823, 30.678443908691406, 1149.573486328125
45, 1876.5032716989517, 1, 3.1109816289990704, 76, 206899,                                             206899, 32.10154342651367, 1146.3656005859375
46, -3543.00921523571, 2, 6.137390653999319, 155, 207054,                                             207054, 31.02339744567871, 1138.4053955078125
47, -2613.5789728164673, 2, 2.322529494000264, 52, 207106,                                             207106, 29.459575653076172, 1137.654296875
48, -3059.1033136844635, 2, 4.72887747599998, 119, 207225,                                             207225, 32.08766174316406, 1138.3912353515625
49, -3562.070215970278, 2, 7.146772455998871, 185, 207410,                                             207410, 30.12171745300293, 1137.9976806640625
50, -4038.2142384648323, 2, 8.150156920999507, 210, 207620,                                             207620, 32.018253326416016, 1132.2857666015625
51, -2825.67613697052, 2, 3.3924438140002167, 82, 207702,                                             207702, 30.060373306274414, 1128.06103515625
52, -3087.586026787758, 2, 4.958933052001157, 125, 207827,                                             207827, 30.973777770996094, 1130.3109130859375
53, -2766.248411655426, 2, 3.1215456829995674, 77, 207904,                                             207904, 31.170133590698242, 1126.8455810546875
54, -2274.3845536112785, 2, 1.712149461000081, 37, 207941,                                             207941, 30.868499755859375, 1123.5926513671875
55, -3521.1174617633224, 2, 6.7637245429996256, 177, 208118,                                             208118, 31.231958389282227, 1124.559326171875
56, -2791.1906695365906, 2, 3.320654604000083, 82, 208200,                                             208200, 33.096675872802734, 1119.1649169921875
57, -2359.966609597206, 2, 1.7487585999988369, 43, 208243,                                             208243, 33.02503967285156, 1130.118408203125
58, -2624.5047676563263, 2, 2.943743050998819, 72, 208315,                                             208315, 30.60601806640625, 1120.2708740234375
59, -3739.548297405243, 2, 7.762692009000602, 200, 208515,                                             208515, 32.037540435791016, 1117.8111572265625
60, -3647.854949068278, 2, 7.73947812500046, 196, 208711,                                             208711, 31.360822677612305, 1113.0284423828125
61, -2887.228525698185, 2, 5.751761229999829, 124, 208835,                                             208835, 30.406063079833984, 1114.7177734375
62, -3676.5043489336967, 2, 7.9786043309995875, 173, 209008,                                             209008, 30.42537498474121, 1109.992919921875
63, -3850.683123152703, 2, 8.7831031550013, 205, 209213,                                             209213, 30.45092010498047, 1107.8331298828125
64, -6064.272422194481, 2, 13.765476608999961, 361, 209574,                                             209574, 31.528230667114258, 1100.72314453125
65, -3092.3313034772873, 2, 5.5606707879996975, 143, 209717,                                             209717, 32.16574478149414, 1097.97314453125
66, -4199.510458409786, 2, 8.571839448999526, 222, 209939,                                             209939, 32.258880615234375, 1094.55859375
67, -2785.7691110372543, 3, 4.356204324998544, 113, 210052,                                             210052, 31.072677612304688, 1095.1475830078125
68, -4703.384171895683, 3, 14.562848122001014, 380, 210432,                                             210432, 31.93358612060547, 1093.2828369140625
69, -2665.7704956531525, 2, 3.750124207001136, 93, 210525,                                             210525, 30.40641212463379, 1084.312255859375
70, -3028.771411538124, 2, 5.356035597998925, 139, 210664,                                             210664, 31.182388305664062, 1086.8509521484375
71, -7106.452580034733, 2, 21.8580735380001, 548, 211212,                                             211212, 30.996706008911133, 1079.3438720703125
72, -2400.4879509656457, 2, 5.737172971999826, 121, 211333,                                             211333, 31.901453018188477, 1079.514404296875
73, -2328.548563852906, 3, 4.971731695000926, 108, 211441,                                             211441, 30.69259262084961, 1073.173583984375
74, 982.0281915068626, 1, 10.19928432800043, 236, 211677,                                             211677, 31.325464248657227, 1072.5152587890625
75, -2606.7641040086746, 3, 5.730923376999272, 142, 211819,                                             211819, 31.445085525512695, 1070.856201171875
76, -3148.484586954117, 3, 5.953351202999329, 156, 211975,                                             211975, 30.793804168701172, 1066.8951416015625
77, -3770.036502212286, 3, 9.950834001998373, 254, 212229,                                             212229, 31.996366500854492, 1064.5926513671875
78, -3075.64444899559, 2, 5.5341076170007, 139, 212368,                                             212368, 30.82302474975586, 1060.505859375
79, -4659.066227555275, 3, 13.798171206000916, 362, 212730,                                             212730, 31.629880905151367, 1057.1861572265625
80, -3102.4141577482224, 2, 5.967685147999873, 151, 212881,                                             212881, 30.134830474853516, 1050.862060546875
81, -2402.3694500923157, 2, 3.3463013149994367, 87, 212968,                                             212968, 31.61237144470215, 1053.40380859375
82, -2418.4185784459114, 3, 4.125073037999755, 100, 213068,                                             213068, 32.578765869140625, 1057.4666748046875
