episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -4323.521347165108, 2, 14.639802026002144, 314, 200022,                                             200022, 52.78058624267578, 1484.0977783203125
2, -5503.609208654612, 2, 20.935363142001734, 501, 200523,                                             200523, 51.88801193237305, 1487.2744140625
3, -2491.7559204101562, 2, 2.5488178150008025, 53, 200576,                                             200576, 54.01447296142578, 1495.0201416015625
4, -2352.969471216202, 2, 2.1323742839995248, 52, 200628,                                             200628, 55.34203338623047, 1471.990234375
5, -2293.65926361084, 2, 1.9088396430015564, 42, 200670,                                             200670, 46.64938735961914, 1481.656494140625
6, -2432.9072547852993, 2, 2.9499952099977236, 73, 200743,                                             200743, 53.643653869628906, 1486.607421875
7, -2747.7558767199516, 2, 5.124904748998233, 126, 200869,                                             200869, 52.4020881652832, 1482.6103515625
8, -2366.7087121605873, 2, 2.113976743999956, 45, 200914,                                             200914, 53.35810089111328, 1482.844970703125
9, -2353.7039783000946, 2, 1.9316935780007043, 46, 200960,                                             200960, 49.43745803833008, 1491.7034912109375
10, -2451.3031148910522, 2, 3.111902483000449, 76, 201036,                                             201036, 49.65353775024414, 1484.9844970703125
11, -2292.066898986697, 2, 2.7711648719996447, 68, 201104,                                             201104, 53.278594970703125, 1483.2562255859375
12, -2649.6757850646973, 2, 3.115506976002507, 74, 201178,                                             201178, 50.3107795715332, 1493.2965087890625
13, -2332.992990255356, 2, 1.940248191000137, 50, 201228,                                             201228, 53.406551361083984, 1496.4158935546875
14, -2334.229970932007, 2, 1.3342431219971331, 32, 201260,                                             201260, 51.58817672729492, 1498.4359130859375
15, -2488.5975573062897, 2, 2.9183899179988657, 67, 201327,                                             201327, 48.815399169921875, 1496.2869873046875
16, -2442.3787908814847, 2, 2.948168536000594, 76, 201403,                                             201403, 53.676509857177734, 1487.66650390625
17, -2474.0601749420166, 2, 2.5091680359983, 57, 201460,                                             201460, 56.1565055847168, 1477.80810546875
18, -2383.991206884384, 2, 2.7172680359981314, 63, 201523,                                             201523, 50.34033203125, 1487.6451416015625
19, -2321.121958175674, 2, 2.934871995999856, 72, 201595,                                             201595, 54.61894226074219, 1500.18115234375
20, -2330.0298609659076, 2, 2.1396261200025037, 53, 201648,                                             201648, 53.078739166259766, 1487.13623046875
21, -2368.6301276469603, 2, 2.730690643998969, 58, 201706,                                             201706, 53.910926818847656, 1493.1180419921875
22, -2337.0085841193795, 2, 3.1537491970011615, 80, 201786,                                             201786, 49.17737579345703, 1484.276123046875
23, -2342.686691388488, 2, 2.7135729170004197, 65, 201851,                                             201851, 47.915008544921875, 1489.524658203125
24, -2453.1800885796547, 2, 3.5168444460032333, 82, 201933,                                             201933, 55.030208587646484, 1489.7493896484375
25, 1874.8375833630562, 1, 3.753871220000292, 91, 202024,                                             202024, 50.81606674194336, 1488.3212890625
